0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,imgpath
-89,43,75,31,-28,-33,-12,-43,-32,7,-49,-46,17,15,-26,5,2,4,-33,-18,-1,-5,0,-11,-22,12,5,5,12,2,-6,3,-1,2,2,-19,-2,-7,15,5,-16,-5,9,9,11,-3,-9,5,-13,5,-2,-9,-6,8,0,-8,0,2,4,9,7,-10,7,1,-23,-5,0,-10,-3,-3,7,-2,17,6,12,-12,-5,-11,1,-4,8,-5,-3,-13,5,-10,8,-5,-8,4,-8,-4,-11,13,4,-5,-9,-5,3,-5,3,0,-2,0,1,-9,-8,7,2,2,-2,5,13,2,-10,0,-1,4,-1,-5,3,4,3,2,-6,4,3,-1,0,4,-4,10,5,-2,-9,4,0,-7,-2,2,-4,13,-3,4,0,-1,5,0,2,0,-2,10,1,-9,4,-2,5,-1,-7,-5,6,6,4,-9,1,-2,0,0,-3,7,-5,-3,4,-4,0,-9,-4,-6,-2,0,-1,-2,0,-5,5,-10,6,4,2,-5,8,-7,6,0,-3,3,0,-2,12,2,3,-2,-1,-1,3,8,0,-8,-3,0,-11,0,-11,3,-4,3,4,0,1,1,-2,0,-1,0,-1,-6,1,2,0,-3,0,1,2,1,0,0,1,-1,1,4,0,2,0,9,-2,-9,-4,1,0,1,-5,-8,-1,2,3,3,-4,0,6,7,-5,3,8,3,-1,7,-1,-5,-1,0,4,6,0,7,4,-1,-5,4,-10,-2,-3,-5,0,-5,3,-3,-4,2,0,1,-3,-4,0,2,0,3,7,6,8,-5,5,-3,3,1,-2,-1,0,4,-1,-2,-4,5,9,-5,0,4,-2,4,-10,0,3,1,1,7,-3,0,6,0,-5,4,-6,-13,7,2,0,6,3,-8,-3,3,-6,-5,-1,-1,2,-9,7,4,-10,-2,1,-7,2,2,4,6,-4,-8,3,-4,-1,-2,5,1,0,-13,4,-12,0,-3,-1,-6,0,0,2,5,9,-3,-3,-2,-7,6,2,-8,0,-6,-3,-2,-1,0,2,-6,7,5,4,-12,2,-17,0,-12,6,-1,2,-3,-8,2,1,3,0,-5,-5,-2,3,3,-8,1,6,-9,8,-9,-2,-11,-5,0,3,6,5,-11,-4,-13,1,-3,-3,1,0,2,2,-9,-8,0,0,0,0,0,0,static/images/WA93QF0enrm9.jpg
-95,3,-5,-50,-11,-4,-17,6,0,9,3,-20,-22,0,-24,0,-10,12,-5,-16,-16,0,-2,0,0,1,6,1,-11,-7,0,-10,-11,10,-2,1,12,-3,2,5,3,6,1,16,0,-1,6,-2,-2,1,18,-3,2,3,4,12,4,16,0,-9,-5,-6,-5,-4,12,0,-4,2,-3,0,-4,4,-4,0,-7,-2,2,1,10,-3,0,1,-9,-13,-3,7,-6,-7,0,2,0,-2,-2,4,0,0,1,6,-2,-2,5,0,-7,-3,4,1,0,0,3,-17,3,-5,0,5,1,-4,11,0,2,0,5,6,4,-1,-12,0,1,-2,0,2,-1,-6,0,-3,7,-7,0,0,1,-3,3,-2,2,3,13,8,9,8,1,4,-6,1,1,-6,0,5,3,0,0,-6,-5,5,-5,-2,0,4,-1,-9,3,2,-4,-1,-4,2,-13,5,3,-3,-5,3,0,-3,-5,6,-5,0,3,-3,3,-1,-5,-4,7,-7,-2,-2,2,-2,0,-4,0,2,-2,-12,0,-4,6,-1,-4,6,5,5,-1,3,-3,-2,-2,0,1,2,-3,6,-12,3,-3,-1,2,3,4,3,8,1,-1,-1,-7,1,-7,-4,-7,2,3,-1,3,0,10,4,-5,4,7,0,0,2,-2,-6,-9,5,0,-1,9,3,5,-2,-13,1,8,3,-1,0,1,-2,6,-1,-6,6,-5,0,-3,0,8,7,2,7,3,9,-5,-4,3,-4,5,-2,-3,2,-2,0,-3,4,0,-3,0,-4,-6,0,2,1,2,9,10,3,-1,7,0,-3,-7,-5,7,0,5,1,-3,-7,1,-4,-2,1,10,2,-3,2,-4,1,-4,-6,3,-4,6,2,-5,-2,3,9,-4,1,2,10,-8,1,-2,5,12,-6,6,8,5,0,0,1,4,10,0,-10,-7,0,2,6,-1,-8,-5,-6,-4,13,-9,8,1,-6,8,14,-7,0,-5,-9,-5,7,0,-6,18,11,2,-11,8,10,0,-2,10,-2,18,-4,-8,2,0,-10,-5,2,-7,-12,-5,-10,-3,1,-1,-5,7,7,1,1,-1,-3,-7,-2,-5,-1,2,4,3,-4,2,6,0,3,2,4,4,-3,4,-2,-5,0,3,3,-2,0,0,0,0,0,0,static/images/wACs5YS6B61e.jpg
418,-145,38,123,-19,90,-18,22,53,69,26,-81,30,-19,0,-34,2,-29,4,13,21,1,-32,-9,0,-3,-9,-13,12,11,-14,-5,-19,-8,-9,11,13,9,16,-7,-6,0,-21,-18,19,-4,1,-8,-1,7,16,-1,0,-14,22,0,15,-10,4,3,1,10,12,-12,-4,-11,2,23,0,-4,-11,12,-3,-3,6,0,22,-4,11,18,0,-7,23,-18,-2,7,-5,0,-6,7,-8,12,-9,-1,15,2,13,14,-2,-8,3,-5,-4,8,12,-5,11,0,-12,-5,-10,-3,11,0,5,7,8,4,-12,5,-1,-2,-4,15,-1,7,0,0,10,-5,5,8,-3,7,-2,-3,-1,2,-1,7,0,0,9,3,5,-8,-9,-3,4,-4,12,-6,2,-3,6,1,-4,11,-8,-7,3,0,8,-9,0,-1,0,14,-2,1,0,3,-7,-5,7,3,5,10,-3,3,9,-5,4,11,-5,0,5,-10,5,-1,1,2,0,-14,8,3,9,10,-5,0,11,7,8,4,6,-2,6,3,0,9,0,-3,8,-3,6,-1,2,4,-3,1,-6,0,-14,5,8,5,0,0,0,1,-5,-7,0,-9,3,0,-5,-6,-7,7,-4,1,-4,0,-6,5,0,-6,4,6,-5,-8,-1,-4,1,-10,-1,-1,0,0,7,1,7,6,-4,-2,3,2,-3,10,-1,-3,-8,-6,0,-3,-6,2,2,-5,-1,-3,0,-3,-5,0,0,0,-12,0,-2,-5,3,3,9,3,3,3,4,4,-1,-7,-2,-4,2,6,5,-1,0,1,3,0,0,1,1,4,-4,1,-4,-2,-5,-1,-4,1,-2,-2,-8,-1,-6,3,1,10,4,2,2,-4,6,-10,8,8,0,6,0,1,-4,-2,7,3,-3,6,6,0,1,-8,-6,1,0,-1,-2,-3,-4,-5,0,-2,-4,2,-4,2,-4,-2,4,3,-4,0,-6,1,10,3,-3,-4,0,4,-4,8,6,4,4,0,-3,1,6,5,2,-10,-1,-4,-1,0,3,-3,-1,4,-1,-6,0,-5,3,11,0,-2,-7,-9,3,4,8,5,4,-1,3,2,5,0,1,5,-7,-5,3,5,6,-1,-10,2,-1,-2,-2,4,0,-3,0,0,0,0,0,0,0,static/images/we5sXN3Jn4M7.jpg
157,-159,35,-10,6,-42,31,-3,-10,-2,-12,37,-20,16,21,20,-21,20,-3,-6,12,-2,-11,4,15,-1,-7,9,-15,18,-15,16,10,-3,-3,22,7,3,4,1,-7,3,12,-3,3,0,-3,6,-18,5,10,0,2,0,-1,7,-6,-7,5,-2,5,6,-7,-17,-11,-5,3,-12,15,-19,-1,-6,9,-2,4,4,-8,11,8,3,3,1,-1,-4,11,0,-4,-4,11,2,0,-6,7,-2,11,-1,6,5,1,7,-6,0,11,-9,2,5,1,3,7,7,8,0,0,5,7,-4,0,-7,1,12,1,6,13,-2,-1,-9,-6,-3,-2,-5,-12,-2,6,0,-8,2,0,6,0,0,-5,2,-5,-3,-5,2,6,-2,-8,5,-17,12,-12,-14,4,-2,4,-2,-7,1,-5,-6,0,1,1,-2,3,-1,3,-1,-2,0,10,-1,9,9,2,-2,7,1,0,-1,1,4,-4,0,10,-5,-4,4,-2,0,7,6,3,0,5,-5,-2,-4,-1,7,0,10,4,0,1,5,-3,0,-6,0,-4,0,-5,1,4,-7,1,1,1,-1,0,-5,5,-3,-6,-6,4,-4,0,3,0,2,5,2,5,7,0,-3,-1,-1,-3,-1,0,0,12,-4,1,9,-4,1,2,4,5,3,2,-6,-2,-1,0,-11,0,-6,3,3,8,4,-9,2,0,-3,1,1,-1,0,4,-3,-4,-3,1,-4,-8,9,-8,10,-6,2,-11,4,0,2,-8,-7,0,7,1,-4,5,-6,1,4,0,0,0,-2,-4,-3,4,2,7,3,-5,8,6,1,-1,0,-3,-1,0,1,0,6,1,-4,-1,-7,-4,-1,6,0,0,0,-3,4,6,0,-9,1,0,0,0,-1,-7,-6,-5,0,1,5,1,0,-1,3,-5,12,-3,-6,1,-6,-1,1,-8,-5,14,14,-1,-9,-9,3,-6,6,-3,8,-4,3,-1,-6,-2,-11,1,-3,-1,4,1,1,-4,-7,-1,-1,0,1,3,2,-3,-11,5,3,5,-7,0,3,3,0,2,-2,0,8,15,3,-7,-13,-9,1,-3,-1,-3,7,-6,-3,7,0,4,5,7,-1,-6,-9,3,9,8,-1,0,12,-4,-3,8,3,2,0,0,0,0,0,0,static/images/Wf9n9uY5efb8.jpg
-99,5,36,-49,-40,26,-11,7,7,-21,29,-4,-12,11,0,13,-6,-5,-19,-9,2,-9,-8,0,-5,-7,-13,0,18,-3,-11,2,-5,-14,1,-5,12,6,4,-5,-6,-1,5,-2,-7,-2,-1,8,8,5,0,-14,-10,17,-7,2,-3,1,6,-16,-12,-15,-1,-1,-3,9,-11,2,-8,0,9,4,-6,-2,-5,2,0,3,9,-9,11,-7,0,1,-7,-4,2,12,-11,-2,-7,-13,-5,-1,7,-4,6,2,-5,-7,4,-6,-5,-11,4,3,-3,-6,-10,-3,-5,1,6,-4,1,0,0,-3,-10,6,2,0,-2,3,2,-1,9,7,-10,6,-10,-1,-2,0,4,9,0,-2,-1,-4,0,0,2,1,1,-4,-5,-6,2,1,-2,11,1,0,6,2,8,-7,0,-1,-5,-12,7,-2,-12,0,-9,0,4,4,0,5,-1,6,-2,0,3,-7,0,0,-5,1,10,-1,5,1,3,-4,-10,-5,7,9,2,-2,9,7,-4,2,-7,1,1,1,11,7,4,0,2,2,6,4,-2,5,-2,-1,4,-1,0,-10,1,1,4,-5,0,9,-12,4,3,6,-14,13,0,-3,-6,3,2,16,0,-9,-6,5,3,4,-2,11,1,-5,1,-3,7,7,-12,6,2,5,2,-5,-2,8,1,8,-10,-8,2,-4,0,-6,4,9,-2,-4,-3,-2,5,-3,0,0,10,-3,9,6,-6,22,-9,4,5,6,0,-8,-4,3,-5,-9,-6,7,11,-2,7,1,-2,9,6,-13,9,5,5,0,-2,4,-4,1,-7,-1,-7,-8,-6,0,17,-6,-9,-14,-3,4,-6,-5,11,8,-3,4,-7,10,-3,-2,-3,-2,-1,-7,-1,0,5,-10,-6,-3,11,-5,9,1,-11,-2,-1,0,-6,4,-3,4,0,-4,-3,-8,-5,0,-5,-6,2,-10,-10,7,-1,8,6,-5,4,2,0,16,1,0,-7,2,0,-4,0,0,1,-8,4,6,9,-7,6,0,0,-8,4,1,-3,-1,1,0,-5,3,8,-8,-3,4,-4,6,5,5,-3,-4,-3,0,-5,6,-1,7,-2,3,-1,2,-5,0,0,4,2,-1,-2,-3,0,0,3,0,-1,2,1,-1,-3,0,0,0,0,0,0,0,0,static/images/Wg3R83KSr8aD.jpg
-97,38,86,0,24,5,19,27,5,8,22,-2,-24,0,18,0,-15,-12,21,29,2,-10,0,-11,1,3,13,8,-13,-34,5,-17,-12,7,28,-11,9,-15,10,-6,8,23,-4,3,2,5,-8,-9,-7,-10,-5,-3,21,-20,6,5,24,-1,-10,-2,15,-23,-7,-1,-9,-1,-10,-10,1,-9,-21,-9,2,7,7,10,8,-18,-1,0,12,-4,-1,1,2,3,-24,-19,12,-2,3,2,8,-2,2,-1,7,-2,4,13,-9,1,12,12,-2,-5,-20,-2,23,5,2,-12,20,-6,12,-12,2,-7,-2,12,4,-7,-9,-22,13,0,10,6,11,-3,1,5,10,3,33,1,-10,6,4,3,11,2,3,-15,-7,-4,-6,8,3,-4,-9,6,8,6,-11,-15,-7,-17,-1,3,3,11,-12,-7,-5,-15,19,-6,0,-18,6,2,10,-10,-2,-9,-18,0,-8,10,20,5,-2,13,0,-2,1,-1,-2,7,-4,11,5,4,-11,-12,-4,5,-1,2,-1,-8,1,4,-21,5,6,-2,7,11,-5,0,3,-19,7,-5,1,1,0,3,7,-11,-1,5,3,-3,-5,10,-3,0,6,11,-7,2,-5,-1,-7,1,-8,18,-10,2,-8,-8,2,-12,3,-3,9,7,-2,-6,-3,-3,-2,3,0,-6,2,-6,-6,4,-5,-7,3,5,5,7,8,-4,-1,0,-3,2,-3,1,0,-4,5,2,-2,5,8,0,-5,-7,0,-1,-2,3,-7,5,4,-5,-1,0,-1,-8,-2,-2,-9,1,-3,2,-5,-2,10,2,-10,-2,0,0,7,1,-10,4,-1,2,5,4,3,-2,-2,0,3,3,3,19,-7,5,5,-1,-5,7,3,-3,-4,5,3,-3,-7,-6,0,-1,4,2,-7,5,0,1,-5,0,-8,-2,0,-3,4,0,2,-5,0,-2,-2,4,5,6,-3,-4,-1,0,5,0,-1,0,-3,0,6,-2,1,6,0,0,2,-3,0,-3,3,-5,-4,3,-2,-1,8,-8,-2,-4,3,-5,0,0,0,1,2,1,0,0,1,-1,-1,0,0,-5,0,-2,-1,0,0,-1,1,-1,0,-2,-1,3,0,-2,-1,0,0,0,-4,0,1,5,1,-1,-1,1,0,0,0,0,0,0,0,static/images/Wg6l38K9EEhV.jpg
-115,15,55,-16,-4,29,-12,16,20,-15,33,-1,-32,16,-3,0,-7,15,-20,-10,8,-22,3,1,-13,-11,3,-12,14,-17,3,6,-5,-5,3,-7,2,-5,-4,0,0,-4,-4,10,-3,-9,2,3,6,8,2,-4,6,-10,7,-4,3,11,10,-13,0,-22,-4,-7,-5,1,0,-1,-12,-4,4,9,9,4,-1,19,5,1,-13,5,3,0,-3,12,-8,7,6,-3,-13,-2,-3,0,3,-2,7,-8,-9,5,-2,-5,8,-14,-9,-1,-7,-1,0,-2,2,-6,3,-1,8,1,12,-8,7,2,-1,2,5,4,4,-6,7,3,13,0,7,9,-11,16,-6,4,-10,0,-2,5,-2,-7,-1,-4,-2,2,3,-2,5,5,12,-5,2,0,8,3,2,-12,2,-9,-1,4,-6,0,-2,0,-10,-2,-4,1,1,-4,-7,-12,1,4,5,1,9,10,-4,-2,5,-5,3,-3,0,-8,0,5,-7,4,-4,0,0,0,-8,6,0,-6,5,13,2,9,-6,3,3,-2,8,0,0,4,1,-3,-9,-9,8,11,15,1,-4,3,-1,-4,2,9,0,8,-2,1,1,0,2,4,-3,3,3,1,11,-1,6,-1,-6,-5,3,2,-2,3,0,-6,-7,6,-3,-2,-11,-8,0,-2,-6,0,-4,-1,-4,-2,-7,-2,2,0,0,-5,-1,12,2,8,1,2,-2,-6,6,-2,-4,0,2,-10,-1,0,10,0,-10,-5,3,0,0,7,5,10,0,0,-1,-3,1,-2,8,-4,0,-4,3,0,8,0,5,0,-3,-8,-2,8,-1,-2,3,8,9,11,-5,6,12,5,4,4,2,-3,3,-3,-4,-5,-2,0,-8,-1,-1,-5,-3,-3,2,0,1,-3,1,-9,4,4,5,-9,-3,1,4,-4,-4,3,-8,1,1,1,-1,3,-1,-8,-1,3,-4,12,9,-1,-9,8,3,-6,7,-4,1,-6,-6,7,6,9,-7,15,2,0,2,-8,8,12,-6,4,3,-2,-3,15,6,0,1,-15,2,9,-6,5,6,8,-3,-1,14,-8,0,2,7,-7,-5,0,1,2,0,6,-1,1,-3,3,0,0,-3,0,-1,0,-4,3,1,0,0,-1,0,-3,-4,0,0,0,0,0,0,static/images/Wl4dC32cFw9D.jpg
-119,-7,0,-46,-19,25,17,7,-8,1,28,-4,2,-9,15,16,-2,-1,-20,-3,1,-6,-7,12,11,15,-6,4,9,6,5,-12,-2,0,4,-8,11,-7,11,-8,-14,-9,2,-1,8,-9,-4,-17,12,-12,-17,0,-5,18,4,-14,1,-7,-1,-8,-1,2,1,-5,-1,1,2,-6,-6,8,9,5,5,3,1,1,5,-6,-4,-2,-3,1,5,-4,1,-6,7,-3,0,3,2,3,6,2,12,16,7,1,4,-14,-2,8,0,5,-5,1,12,-7,-1,0,-7,5,4,-8,-3,0,-1,0,12,-11,4,7,-1,-10,-10,3,6,14,-16,2,-8,-3,7,-17,3,3,0,5,1,13,3,17,6,-3,0,2,8,-6,-1,3,2,7,-6,-5,10,6,-4,-10,-6,-9,-10,-2,-9,5,-1,10,-11,-1,-2,0,0,-2,-1,5,2,10,-9,-1,-17,2,4,-12,16,-3,-1,10,-2,-3,-1,1,-5,1,0,4,-7,-2,10,4,4,-6,-10,8,0,-9,-2,21,0,-2,-4,-12,5,-2,4,1,-1,6,-3,2,-8,-3,9,11,2,-4,5,2,-3,0,5,-8,20,4,-4,-2,-14,-1,5,11,-8,1,-7,-12,3,-2,2,3,0,0,-7,11,-6,3,2,-1,1,0,0,-7,-3,4,5,16,0,-13,5,-9,-8,8,-10,2,-9,-2,2,-5,4,6,-6,-7,-14,9,0,-7,5,5,-7,-4,3,3,20,-15,-3,2,6,-1,-4,12,6,7,-3,4,-14,2,16,-12,12,5,6,-1,7,-11,5,3,-1,-5,-4,2,0,-6,6,7,3,1,-16,17,-4,5,0,0,5,-3,12,12,3,-5,8,-10,3,-12,6,3,0,-1,4,3,14,8,-4,-4,-3,7,-4,-1,3,7,6,10,2,-5,0,0,0,2,-1,1,-9,2,-1,-1,5,0,7,-1,0,0,3,0,-2,-6,-1,-8,2,4,-1,6,-4,0,1,-3,0,0,-3,0,2,-2,1,0,3,-1,-1,2,1,1,-3,0,-2,3,-1,0,0,-1,-1,0,-2,0,0,0,2,0,0,2,1,0,-1,0,0,-1,-2,-1,0,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,static/images/WNgcx3u42y1I.jpg
-109,26,42,-37,-2,-28,34,22,-16,27,9,-24,33,-26,9,17,14,-2,38,0,0,-25,3,22,-7,28,6,-4,-10,4,6,6,8,-1,12,-9,0,-7,11,-31,0,-9,18,-20,-3,18,-18,5,1,-5,-12,13,0,18,-3,-14,13,-3,-7,3,-10,-8,1,-3,1,-2,0,12,11,10,2,8,15,-8,-2,-15,-14,-27,-18,-5,11,-26,10,-7,12,7,-1,-6,1,4,10,-5,-16,6,-11,-10,3,4,1,18,-3,14,10,5,-3,4,-5,5,-15,0,-2,-8,8,18,20,-7,3,-10,5,8,-5,-19,-10,19,8,-2,-9,-1,3,-3,-2,-3,-4,-2,-10,-7,11,2,4,6,-3,4,-8,6,1,-3,6,-7,4,15,4,-11,-25,10,-12,8,5,-11,8,-2,0,1,7,13,-10,-4,-11,0,1,20,-4,-2,-1,-13,0,-8,2,-3,5,-11,-2,-10,-5,16,2,-1,-14,0,9,2,-2,-2,16,-5,6,12,-7,-1,6,-8,6,3,-7,-2,11,-13,9,-6,9,3,5,7,-16,-5,-5,2,4,12,8,0,-6,-14,6,10,4,10,-9,0,4,1,-2,0,-14,-5,-5,8,-1,-7,3,-14,7,-9,3,4,2,-3,0,6,7,-5,1,-1,-1,3,0,8,0,1,-8,-3,-1,4,4,12,4,6,5,3,7,9,-3,1,-4,12,-5,9,1,-4,-3,10,-5,-4,-10,6,-5,8,0,-6,0,0,9,4,0,-5,6,0,3,4,-5,-2,-5,-3,-4,-4,-1,-5,16,2,9,6,8,3,7,0,3,0,-7,-10,2,-5,10,8,-9,7,7,10,0,7,-8,-6,0,0,0,-1,1,-7,1,5,-5,-2,6,-3,1,-6,0,3,8,0,-2,2,-1,5,-8,-3,5,-2,0,-2,-6,-5,2,0,5,4,0,-1,1,5,5,1,2,0,-3,-7,0,0,-2,1,0,-1,-6,4,3,-2,-5,3,4,0,-1,0,1,5,0,0,2,4,-2,1,1,1,1,1,2,0,1,1,-1,1,0,3,-3,0,-2,-3,-1,-4,1,4,-4,0,0,0,0,6,-1,0,0,0,-1,1,-2,1,0,3,0,1,0,0,-1,0,0,0,0,0,0,static/images/wPMqHFA582b6.jpg
-29,-20,-3,-46,7,-33,22,-11,-15,0,-19,-31,10,-9,-25,1,-37,-11,-12,8,0,-22,2,-10,24,16,-7,30,18,-11,-1,11,1,-1,2,-9,22,-11,18,0,-7,-11,15,-24,4,-6,-4,42,-4,-24,-2,-8,12,-4,-12,-10,12,-11,-7,-4,-4,1,-2,-23,-13,5,4,4,-3,-4,-22,5,3,-11,11,1,3,4,25,4,-5,-3,-19,0,3,7,8,-16,-9,13,-1,0,10,-12,1,-5,7,1,-15,11,-4,-18,13,9,2,6,16,16,-2,-6,2,26,0,4,6,-23,-2,25,0,10,-10,1,16,-18,7,23,9,7,0,-7,16,-24,-21,-9,-13,8,9,2,-10,-1,-18,-10,0,-6,15,0,26,-4,3,3,-4,-5,-9,6,5,0,-3,13,-5,0,13,7,14,0,30,8,1,-12,-8,-13,2,13,5,6,0,12,8,-7,3,1,-10,3,9,0,16,16,-7,-3,-6,1,1,4,-11,-2,12,-5,10,-10,-12,-9,6,15,-13,4,17,8,5,-1,-11,-14,-7,5,-9,3,13,-4,-6,5,-11,-1,-12,7,2,13,-3,7,0,20,-2,2,2,-2,6,-3,-16,-12,8,-3,-9,0,6,-5,-14,-3,-5,-9,12,0,9,0,-8,-7,-1,0,-13,4,3,3,-4,0,-9,2,2,1,0,3,-5,0,5,-4,-1,1,0,1,-3,4,-2,5,-7,-4,4,-4,1,4,-4,0,-3,-13,-7,-6,-3,4,2,-5,1,-4,-2,-2,-8,0,-8,-1,-2,0,-2,0,-9,5,-3,-2,0,0,-3,6,-2,0,0,4,6,8,-5,2,1,-4,1,2,0,1,-2,5,3,-2,0,4,-2,1,0,0,3,-2,-3,-1,0,-2,4,-1,-2,0,2,-1,-1,0,-1,-6,0,0,-2,1,2,-9,4,4,-1,0,0,-5,4,5,1,-3,-1,-3,-1,0,0,0,-1,3,1,0,0,0,-2,-2,1,2,-3,3,-2,2,2,-3,-2,0,1,2,-1,-1,0,0,-2,0,0,2,1,0,1,1,-2,0,2,0,0,-2,0,0,1,0,2,1,-2,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,static/images/wyz1x9s9rjF6.jpg
-92,-27,-26,-53,-17,-12,29,19,-44,10,-10,-32,2,10,-12,23,15,-3,-12,2,-18,23,-12,-9,-28,13,20,-13,1,-18,-12,2,12,-21,-4,-4,-5,-13,-15,17,28,28,-10,-20,-7,10,-10,-18,24,-15,-10,-22,31,2,3,-12,-10,3,4,47,-31,-20,-19,-7,4,14,-18,9,-3,7,24,13,-20,12,28,0,48,11,4,16,-4,-27,2,8,6,18,-3,7,1,-12,34,-9,18,35,11,11,-10,-11,-7,-18,-22,37,5,2,5,-6,-9,9,-18,-14,-3,19,-22,-5,-11,-2,-8,42,6,8,20,-11,11,-10,-5,9,-22,-8,7,29,-13,17,-10,7,-15,-11,7,8,31,-2,17,0,20,-9,-6,3,8,-11,4,32,-1,16,4,10,15,-8,10,2,-1,0,-14,-1,-10,-4,5,-7,6,10,-2,-5,-5,9,1,-3,-6,-13,-3,-19,24,-7,17,-1,2,3,12,-7,-6,-5,0,15,-7,4,-3,-6,4,7,0,-3,6,4,-10,-5,0,1,2,-1,-2,2,-1,0,6,-1,3,0,0,1,-6,2,0,5,-11,-3,-1,-4,-4,-5,-1,-2,-6,9,-4,-6,4,0,6,3,1,3,-8,0,-4,0,-8,-1,0,1,-1,-3,-1,1,0,2,-2,-2,-5,5,0,0,-3,0,-3,0,2,-1,1,0,6,-4,-4,1,0,3,-5,-1,0,1,-2,0,0,-4,8,1,-2,-1,0,-5,-3,1,-5,5,1,3,0,0,-1,4,0,4,0,-3,-2,1,0,-3,0,4,-2,-6,0,-1,0,0,0,0,0,0,0,-1,3,0,0,-2,0,-3,0,5,-2,-1,2,-2,1,0,0,0,0,0,-2,0,0,-2,4,-4,0,0,3,0,2,0,0,0,-1,0,2,0,2,1,-1,1,-2,0,1,0,1,0,0,1,-1,-1,-2,0,0,-1,-2,1,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,2,0,0,1,-2,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,static/images/x85ekx31AJQT.jpg
