0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,imgpath
181,-132,32,-2,41,-42,54,13,-23,5,-2,25,-42,39,14,34,-12,39,-8,-9,2,14,23,6,29,-18,-12,8,-15,6,-5,19,9,-11,20,-2,6,15,3,-3,-10,-7,14,4,-16,4,-8,-10,-6,4,4,-25,0,-2,2,-4,14,11,25,11,6,5,2,-11,3,7,5,-5,9,-7,-5,-13,-2,-4,0,-7,2,2,-5,8,1,-11,7,-4,-22,17,-1,-8,-1,-1,7,-5,0,12,10,5,0,3,-6,-2,-4,0,-4,0,-3,-8,1,12,2,-3,4,-1,18,-9,0,10,-2,0,-3,0,-4,0,4,6,-4,-10,-10,10,-3,-9,10,9,-4,-7,-5,-7,-5,-4,-5,0,5,-5,4,-2,-5,8,1,2,-7,1,-4,-6,1,1,0,-5,6,3,3,-2,1,-3,3,1,-5,-6,1,-13,4,0,-4,-6,9,-5,-4,10,1,-1,0,-6,1,-1,-5,3,2,2,-4,2,-2,0,-3,-8,0,-6,6,0,4,11,-10,-4,-2,7,-1,6,3,1,-2,8,-6,3,-5,6,0,-3,-4,-5,9,-5,1,0,7,2,3,-4,3,-1,0,10,1,-3,0,5,3,8,-1,-3,-6,0,-3,0,0,-10,-1,2,-2,2,1,-3,2,5,0,0,0,3,1,12,-2,0,0,0,0,-6,-9,-3,-5,-2,-3,1,2,0,4,8,1,-17,0,-2,5,7,0,8,1,-10,-11,-3,8,9,9,-5,-4,0,-9,-1,-1,4,-1,-12,4,11,-1,-1,9,-1,-5,1,-5,6,2,-2,3,-2,5,3,0,1,-8,-7,3,1,1,7,2,-1,-4,0,-2,0,-3,4,0,-1,10,3,-4,6,0,1,3,5,-3,-4,-1,1,10,-3,1,-6,-4,-3,-3,-2,1,3,3,-4,5,6,2,1,0,3,-7,-10,1,4,6,-6,-4,-8,-5,0,-1,-1,-1,-1,6,-9,-2,3,0,-8,-3,11,8,0,5,-12,2,-1,8,-3,-7,2,-5,-2,8,6,0,-1,9,5,7,1,-7,7,-7,0,-6,-3,-8,8,-9,8,16,3,14,1,0,0,0,-4,3,2,0,3,3,-6,4,0,1,-1,-1,-4,-2,-3,6,1,1,1,-2,0,0,0,0,0,0,static/images/5wU6evkA0xb1.jpg
-125,-28,-46,-16,-24,-2,20,2,-17,17,-23,-30,14,-19,30,-13,-14,2,-20,13,0,-7,19,-10,10,-11,8,4,-11,6,-24,0,15,15,-25,-10,3,17,3,5,21,-5,-2,-12,0,9,5,3,16,-6,-16,0,-6,0,-2,0,11,-20,0,6,1,-12,17,-15,-2,-6,10,-6,5,17,-2,-2,-4,-4,-3,0,-21,5,-3,0,14,6,14,-13,6,-8,8,-11,5,5,13,0,3,-2,2,-5,0,14,2,7,1,2,0,-1,-15,-12,6,-4,5,-13,-10,-3,-23,6,4,-3,-3,-25,-3,2,11,0,5,15,-1,-11,6,-11,3,1,-5,11,-2,-6,-2,-10,0,-3,-5,2,-7,-10,3,-17,5,-5,11,-2,-4,7,3,3,0,-6,0,10,14,3,0,12,-15,-1,15,11,1,6,-3,-9,-2,-1,-1,-6,-6,7,-10,1,5,-5,-7,0,2,-5,11,-17,26,15,8,0,4,2,-2,-10,-1,-2,-3,13,-8,4,1,12,11,-19,0,-7,0,-5,-3,9,2,9,9,-10,2,-7,7,9,7,-3,-5,9,-12,6,-8,-1,13,-5,-1,0,1,7,-2,17,13,8,1,-3,0,1,-12,15,-8,-7,4,5,14,10,5,6,5,8,0,-6,11,3,0,8,-1,-2,-6,6,5,0,-10,3,15,0,-2,1,1,-21,5,-2,17,0,5,-8,5,11,-5,0,-10,7,1,-8,-6,0,-7,-8,0,-4,0,-4,2,-3,1,4,4,4,5,-11,6,-3,0,2,-2,10,9,7,-2,-1,-2,-6,1,-4,-4,8,-9,-14,5,-1,0,3,4,-8,-2,-8,9,1,5,-7,3,4,-1,4,-9,0,4,0,-5,3,6,2,-7,3,3,3,0,-5,-3,0,-2,-8,-10,-3,0,-2,-2,4,5,-2,-1,1,-1,-3,-1,5,-6,3,-5,0,-5,0,-1,4,0,0,-3,2,-4,5,-1,0,-1,2,0,0,5,1,0,4,0,0,2,-1,-1,-5,-2,-2,0,0,0,-3,5,1,-1,0,4,0,1,2,2,1,3,3,0,0,-1,0,4,0,1,0,-1,1,-1,0,-1,2,-1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,static/images/5wuA87poTaf6.jpg
108,-88,2,-33,-19,-11,-63,-29,-28,-19,13,26,19,-43,-1,29,45,35,21,41,-19,-13,34,4,6,-5,-13,-30,11,-10,-20,6,-7,-5,-7,28,-3,-19,-4,-3,-21,-29,-4,-6,8,-10,0,-9,11,16,13,6,9,-3,-13,7,12,-2,-2,-4,-3,12,10,-20,-22,-13,12,0,-15,1,-4,-11,-5,12,13,-4,-14,-5,24,0,-9,-10,3,5,20,2,-6,-5,13,3,22,16,-20,-15,4,-1,7,5,10,-1,6,6,3,-7,8,2,18,-4,5,6,-1,-8,-9,3,-3,-7,-14,3,-2,-10,-5,3,-20,6,0,6,13,0,11,13,-12,12,-1,6,1,-9,-1,-5,-5,-7,8,-3,-1,4,-9,6,-6,3,0,0,0,-2,-3,-5,7,-15,0,0,-1,8,-9,-10,-10,2,6,-9,-4,0,14,4,-2,-1,-4,-5,11,-8,-3,1,1,0,0,-1,10,8,-8,-9,0,-1,1,6,4,-2,-1,-13,-5,-17,0,-4,-1,-4,-3,6,-4,6,-5,-7,12,0,7,-3,-1,-2,2,0,-4,-9,-1,2,2,13,-15,7,17,0,-5,1,5,-2,-4,3,-15,14,2,6,9,-1,1,-1,5,-5,-2,12,-12,2,-1,0,13,6,3,-8,0,-12,-5,0,-10,5,4,10,0,9,3,7,-14,-12,9,-5,-3,2,2,-15,4,9,0,0,2,-2,-18,-2,-6,4,-4,2,0,-2,-12,-8,-4,2,0,-10,-2,8,-4,5,9,12,0,1,13,13,4,3,5,4,4,0,0,-1,0,4,5,0,-3,-4,0,-5,0,2,4,-9,1,-3,1,10,-5,6,0,8,3,1,-2,-5,2,9,-9,1,-2,0,3,-8,-1,4,0,-4,1,11,2,6,1,2,4,0,4,2,-5,0,-1,0,-7,2,2,6,-4,2,-2,-3,3,5,0,2,-2,-6,5,2,0,0,0,2,0,-6,1,3,-1,-2,7,-3,2,0,2,-3,-1,-1,0,3,-3,4,-1,1,5,-2,1,0,3,0,-3,0,2,0,-2,6,-4,1,2,-3,1,0,4,1,-2,-1,-2,4,-3,0,2,1,-2,0,0,0,-1,-1,-2,0,2,-2,3,1,0,0,0,0,0,0,0,static/images/60bDuknA2wi1.jpg
85,55,-24,-65,71,16,0,41,-51,6,6,29,22,28,-36,-52,-26,-43,25,-29,21,-5,25,-11,-6,2,-3,6,-16,-13,6,-26,-16,-11,-36,21,1,-12,6,21,-6,-18,3,-18,9,-7,-20,17,29,35,-17,-12,-22,-11,9,38,9,-1,27,15,-13,8,28,0,27,-15,-1,-2,14,34,-10,-3,22,-3,-15,-8,-31,-6,14,-1,11,-26,10,21,-15,-7,17,23,1,21,13,-5,4,8,4,5,-10,-14,44,13,-14,-19,16,4,2,-5,9,-5,18,3,4,6,-10,0,-1,2,2,23,-9,-6,30,-11,5,-8,-4,-2,15,1,6,1,5,-15,14,21,-9,-5,7,6,-23,-17,-6,9,10,-14,7,-7,2,1,-4,-8,19,13,0,16,6,-6,-10,3,0,15,-9,7,-6,-4,-15,2,3,-2,3,6,-5,23,2,-6,3,6,15,0,6,9,1,-11,-9,9,-3,12,19,-13,4,14,4,1,13,-6,12,5,-6,5,10,-2,0,2,-7,5,-14,-2,0,8,-9,0,2,-4,8,1,-5,-1,3,-2,-10,10,4,-1,-6,5,-10,-1,-5,7,-2,9,7,2,0,6,3,-6,2,1,13,-9,1,4,-5,-1,-6,1,3,-1,2,0,-4,3,8,-1,7,1,-4,-7,0,-1,0,5,0,0,-6,2,0,4,-6,1,-2,-6,3,4,-1,0,-7,1,7,0,10,-4,-6,8,-1,-1,2,0,7,-1,2,-3,1,0,-1,-3,-4,-3,0,-1,1,-1,-3,0,0,-6,6,4,-1,4,-2,1,-2,-1,-2,0,-1,0,1,2,0,-3,-3,2,3,-4,0,0,-3,-3,0,0,0,-1,1,4,0,-1,4,-2,0,0,2,-5,3,-3,0,0,-3,-2,-4,0,2,0,0,0,-3,0,0,3,-2,0,0,3,0,0,-2,0,0,2,1,0,3,-1,3,-1,1,-1,1,-1,0,0,0,1,-1,0,2,2,0,0,1,-1,1,2,1,-1,-2,0,0,0,0,0,2,0,0,0,0,-2,-1,-1,-4,0,0,1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,static/images/61tNZO5yg2Lt.jpg
-90,27,36,-4,-20,-11,-50,6,8,14,-14,-4,-23,20,-13,3,-25,15,-32,-26,-8,-9,-15,-29,23,14,-1,24,-10,-7,-19,-25,-16,-7,-20,26,15,-11,-21,-6,-27,-7,-9,5,1,-16,0,-34,7,-3,-15,0,-11,3,-1,10,4,-3,-2,-13,-17,-13,-16,4,-3,24,1,2,19,25,-6,-9,0,12,17,-3,-8,-4,-5,-22,-6,0,1,-11,18,-7,-4,-4,-1,-5,0,2,2,4,6,0,-6,-10,7,4,-18,-6,1,-3,13,15,18,1,-13,9,4,-6,12,1,0,0,18,6,-12,12,8,-8,4,5,0,-11,2,0,0,-5,0,1,-9,-1,0,0,-2,-2,-2,-6,-4,-11,-3,15,-13,15,-5,14,1,1,0,2,8,-6,-10,4,4,11,8,-4,3,0,-2,0,-9,-10,11,-15,-5,0,-11,0,-13,-9,-10,12,14,5,5,-7,7,-1,0,12,-1,-8,-2,2,-4,-6,2,-14,-6,-12,-15,2,-1,-11,-4,2,-7,-4,-2,0,-2,-4,11,2,-4,-15,-2,11,2,-2,1,-9,-8,0,2,-5,-14,-5,-5,-6,-9,0,-7,0,8,3,9,-6,16,-7,-16,5,10,-1,0,4,-1,6,5,5,-8,0,-2,8,3,-2,4,8,15,3,-8,-2,0,-3,-1,-5,6,-9,6,14,-3,-6,8,-1,1,12,8,5,15,-11,4,-7,3,-4,-1,2,1,7,-3,-3,0,-1,-10,1,-3,-10,8,7,-2,-11,5,1,13,-7,-10,1,-2,9,3,5,3,0,-3,0,0,0,-5,-1,3,5,0,-7,1,0,5,-6,-6,4,3,8,1,0,1,2,7,5,5,8,-6,4,1,0,4,1,-7,2,-3,0,1,0,-4,6,0,-1,0,1,-5,-5,-5,1,-5,0,-5,3,-5,11,3,-1,-5,0,-2,3,-7,-2,0,-5,7,-9,5,-5,0,10,-1,-2,5,1,0,0,-2,2,-3,-8,0,-1,0,1,5,4,6,-4,0,-3,2,0,-2,-2,-3,3,-2,0,-4,2,-3,1,-3,1,1,-3,3,0,0,0,1,-2,0,2,-3,-2,-3,1,2,-1,1,0,-1,-1,0,0,0,1,-1,0,-2,0,0,0,0,0,0,0,0,static/images/64uasksOHa40.jpg
115,-183,21,-47,75,-94,22,37,14,-30,-55,61,-42,25,67,-11,16,-22,-11,-4,-6,-19,-50,-26,-47,7,40,7,-13,23,19,19,13,26,15,-14,38,5,18,-12,-19,12,-15,28,31,-14,30,44,6,0,-3,9,-28,-28,-18,1,4,-13,0,1,-19,-11,14,-5,7,1,-27,21,5,21,21,-2,4,-17,0,9,19,1,10,-15,-16,0,8,-14,8,0,4,-3,-4,-11,-2,2,2,10,-14,4,11,2,0,-6,2,0,9,-3,-6,2,-6,-4,6,4,-5,-4,-3,-7,4,5,-3,9,-1,5,-6,-4,-4,-2,9,6,4,0,-3,-3,-1,3,0,-6,-1,2,0,-5,-1,-9,9,-4,-4,5,8,4,0,8,3,1,5,-6,6,-2,-2,-2,6,-2,6,6,0,5,1,0,2,8,-7,-6,-2,1,3,-7,-6,-5,2,1,-3,7,1,0,7,1,0,3,4,-6,2,-6,4,1,5,1,-1,0,3,4,2,0,3,3,1,0,0,0,-3,-4,1,-2,-8,0,0,0,1,2,-3,-3,0,0,2,4,2,0,1,0,4,1,2,0,-1,2,-3,2,-2,5,0,-1,1,2,-2,-2,1,2,-3,0,-2,0,0,-1,-5,-2,2,-1,-2,0,0,0,-1,0,0,1,0,0,0,-6,1,1,-3,0,0,0,0,-3,0,0,0,-1,-1,-1,-1,0,3,-3,5,1,-1,3,-1,0,1,-2,1,0,1,0,2,1,0,3,0,1,0,0,0,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-2,0,-2,-2,0,1,0,-2,-1,0,0,0,0,0,0,-1,1,1,0,-1,1,1,0,0,1,-1,0,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,-1,1,0,0,0,0,0,-1,0,0,1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,0,1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,static/images/6F9Kk5IzK1ba.jpg
-119,-20,-106,76,17,0,-43,-11,38,19,-16,35,-29,12,-20,3,-24,13,32,-11,-12,5,-22,-1,-2,-1,-3,-10,17,-1,-29,13,-15,9,6,-17,31,9,0,11,-15,-14,28,-10,-2,14,11,-13,-3,8,-22,-8,11,13,7,-1,-9,37,-10,14,-4,12,2,4,12,0,1,-11,-10,11,29,-8,-8,-19,0,-21,3,-10,33,1,2,-5,-5,-7,8,-17,5,-5,-13,19,-5,4,-8,-5,5,20,-19,-8,-24,17,-7,7,6,-16,-12,-17,3,10,3,10,0,11,3,-9,-3,-19,10,-2,1,1,0,7,9,-8,4,12,-1,-2,9,-6,5,24,12,0,-6,4,-6,-1,-5,-6,-8,2,-8,2,-6,0,-2,-1,0,-8,9,-17,-3,3,-12,14,-20,4,5,-1,-4,-9,-9,-5,10,-1,4,16,-10,9,-6,0,-9,9,-5,-4,-6,-11,-5,1,-1,2,7,-10,-9,-6,-8,-5,-4,1,-13,22,3,2,-2,0,-8,-2,4,23,20,-11,0,2,0,-18,11,1,-14,-16,-8,0,1,-10,-12,-3,7,7,0,18,10,2,0,-1,-10,0,-1,3,-8,-4,9,11,11,0,-14,-2,-8,0,-7,-5,0,-2,6,-7,-1,2,6,-7,-7,4,2,-7,0,6,6,0,-17,-2,0,-4,-2,1,-11,5,-14,-8,2,-1,11,3,0,-2,-2,-2,8,-7,7,0,-3,-1,8,6,3,1,-1,-6,-1,-2,3,4,-6,-2,-4,-2,2,11,-1,4,1,15,7,-2,-3,-8,0,-4,0,-6,0,4,-3,0,8,-2,4,-2,3,0,5,0,2,10,-3,1,6,0,6,1,-9,-1,0,5,0,-1,-3,0,-3,-3,-7,1,2,3,0,4,4,-3,-6,6,0,3,0,3,0,-3,3,-2,-2,0,-2,-1,1,3,1,4,2,0,1,-2,-2,-3,0,0,0,1,-2,-1,-3,3,-1,1,0,-2,-5,-1,2,1,0,0,0,-3,-1,5,2,-1,3,-2,0,3,-2,3,0,-1,1,-1,0,-3,-2,0,0,2,1,0,0,2,0,-1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,static/images/6k9qYrsV3zN4.jpg
278,-115,35,65,-78,39,-93,-35,68,-26,19,-29,74,-3,25,10,-7,-4,23,7,-1,1,2,1,6,6,5,-2,-24,8,3,26,2,-2,-1,-6,-7,-8,6,8,31,5,-5,10,0,-16,0,11,-2,-14,-3,-5,1,11,-2,9,-16,17,8,-4,-30,-5,-7,-7,-5,5,0,9,12,0,3,-8,3,5,-3,11,3,-12,0,3,-12,-8,-1,-2,3,-9,23,5,8,5,8,-17,8,12,-1,4,-3,3,-12,9,-6,4,-8,8,-15,-9,-5,-9,0,8,5,-8,7,-13,18,8,13,7,12,3,-13,-5,-1,-1,-14,-2,10,13,0,8,13,-4,4,10,5,-1,13,-14,3,4,-18,0,-11,0,0,-2,-4,-4,-11,2,0,2,20,0,10,-3,-2,0,5,-17,0,-3,6,-5,4,-4,-2,-7,-6,-2,-4,-4,12,5,-9,-5,3,2,-8,0,2,-5,-4,4,0,1,-8,-7,4,5,2,-5,-2,6,2,5,-7,4,-7,-8,5,-8,-2,3,-3,8,-7,-6,-1,2,0,7,1,6,-5,1,-5,3,7,-2,-6,4,6,-14,-1,6,-8,5,-1,1,-2,-8,0,22,-3,-9,0,-7,1,4,-4,9,11,-8,-10,1,2,0,-4,4,0,8,8,-3,0,-7,1,0,-9,6,8,6,-2,-1,8,2,4,-3,1,6,-1,8,-7,1,-10,-4,3,1,2,-1,0,13,-6,8,-5,1,-3,6,3,-3,0,-7,-2,11,-2,5,9,5,-5,1,0,-6,-12,-2,-4,-2,3,0,-4,2,-2,-1,-2,-6,-4,-4,-4,0,0,-1,-5,3,1,4,-4,0,-5,5,-7,-2,2,0,5,-2,0,3,-3,-3,-5,0,-2,1,-8,-4,8,-2,-2,-2,1,7,4,3,0,-11,2,-2,-2,1,4,2,4,3,-4,-6,-6,4,-2,0,-7,3,-6,0,-3,-1,5,1,-7,-9,0,0,3,-3,0,-7,3,5,-5,6,-3,1,-9,-10,0,2,2,-4,6,0,-2,0,0,9,5,0,6,7,2,0,-3,5,-5,-3,5,-10,1,-6,0,-1,0,-3,1,-2,-6,-1,6,0,-3,3,-3,3,-1,-4,0,-4,0,-1,1,0,0,0,0,0,0,0,0,static/images/6kY9WYEi2E6j.jpg
-115,-29,-43,-29,-27,31,14,-28,6,22,-19,-25,-17,-7,69,-42,21,14,-3,13,31,-43,-4,2,-2,-19,27,-20,11,13,-11,30,-10,-41,0,-19,-12,0,18,8,5,-10,-4,-17,14,3,-1,-13,4,8,-6,-13,6,4,-10,-6,3,14,0,4,5,-5,-10,15,16,7,-3,-5,17,9,-12,-16,0,-6,-4,6,-27,10,-7,11,3,1,2,2,9,-2,1,16,1,12,16,-9,-7,0,-13,-13,5,-14,-5,-8,0,3,-1,9,0,0,0,-16,0,16,-18,1,-8,3,-6,2,7,-3,3,8,2,2,9,-2,-8,18,12,13,0,-1,-4,6,-9,-4,-12,0,4,1,-13,7,-4,-2,11,4,-17,5,7,4,2,8,0,-16,-13,4,-7,17,-1,24,-1,-8,3,6,-15,-10,-7,3,4,-8,1,-6,8,-10,0,7,-2,-5,-2,-8,0,9,19,-16,0,7,2,6,-7,10,15,-4,0,17,2,3,-10,-6,2,9,-7,-6,12,-2,-7,1,0,1,3,7,-6,0,-1,0,6,-2,13,10,3,-1,5,0,-4,-5,9,2,0,6,-1,-13,3,-3,2,8,9,7,-12,20,-2,-6,-6,-7,-9,5,0,10,-7,-3,-17,-2,4,-3,0,6,-5,-1,15,0,3,-4,7,10,-1,-4,-2,-11,0,-5,-4,0,0,-1,0,-1,5,-6,5,0,-10,8,11,-8,-6,-13,0,9,-3,4,2,0,-7,-6,2,4,-1,14,0,-8,-2,-2,3,4,-14,7,6,2,-10,-4,-9,-9,-4,-4,-6,-1,1,-2,1,4,-11,8,0,-7,4,9,6,-10,12,2,-3,7,-1,-1,4,-10,8,-12,-3,0,-1,-4,-2,0,-2,5,-4,-1,-4,-2,1,-6,1,2,-6,-3,0,3,-4,0,4,-5,0,-1,-3,-3,-3,-1,1,1,0,-1,6,4,-1,-3,-2,-3,-3,0,0,0,-1,-5,-3,0,3,-1,0,-1,-3,-1,0,0,0,-1,-2,0,-2,1,0,0,1,-4,-2,0,-1,1,0,0,-4,0,-2,0,0,3,-2,0,0,3,0,0,1,2,0,0,0,-3,1,-3,1,1,1,1,0,-2,0,0,-1,-1,0,0,1,0,0,0,0,0,0,static/images/6NZ99kbHI0La.jpg
68,-146,0,-38,34,-22,35,8,-42,19,-8,31,-33,-31,-24,13,50,34,0,20,-28,5,5,-13,-5,-7,15,0,34,6,-7,-14,-8,-3,-16,14,-8,4,-12,-26,-14,1,0,-22,30,-7,21,-9,-20,4,16,-23,6,-30,-28,10,4,-9,27,-1,-5,19,-31,0,4,-34,-7,-3,28,1,0,-13,9,8,-13,17,-4,7,12,-17,1,-3,15,-8,13,-12,-8,-10,5,-8,-16,-5,6,-13,11,12,2,-26,-2,3,12,-12,21,13,-5,2,-14,-13,-9,-3,8,23,-2,5,11,10,20,-9,-7,-1,3,14,0,17,-8,-4,8,-3,-6,24,2,-9,4,21,-3,0,13,6,-5,13,4,3,4,-18,-12,-4,1,-7,-17,-11,2,-5,11,-12,10,-1,-5,-7,28,-25,-3,6,3,-5,1,-12,-3,8,0,-2,-4,-3,8,2,4,13,0,-5,-10,-12,-16,4,-1,9,-10,5,-14,-1,-3,6,-3,6,-13,-1,1,6,-11,11,16,4,9,1,3,-11,0,5,-2,8,1,6,4,4,-7,6,20,11,-8,7,0,-5,-3,5,1,4,-8,-13,-12,6,1,-4,-17,0,4,-12,-4,11,1,9,-7,4,-5,-3,-1,2,-9,0,0,2,-1,-4,4,0,-4,3,-2,-1,-9,3,7,-3,-10,0,0,3,9,-4,-4,1,0,-2,0,5,2,5,-5,-8,3,2,5,0,2,-1,2,1,1,5,-5,7,5,7,-6,-3,-1,-1,-9,7,9,0,-3,-4,-10,0,-6,1,-2,0,0,-3,2,2,-4,2,2,-1,4,1,0,1,7,-3,1,-3,0,-1,2,-2,-2,2,0,2,-4,-2,2,0,-9,-1,1,-4,0,2,7,-8,0,-2,0,1,-4,1,0,-6,2,10,2,0,2,0,0,4,2,-1,6,0,2,3,-1,0,0,1,0,0,1,1,1,0,4,-1,3,1,-5,-2,-1,-2,0,0,-2,-4,-1,-1,0,1,1,2,-1,0,0,1,-3,0,0,5,1,-1,-2,1,2,1,-1,-2,-2,1,-1,-1,-1,4,0,0,-1,0,1,1,1,-1,-1,0,0,0,0,0,0,-3,0,2,0,1,0,0,0,0,-2,0,0,0,0,0,0,static/images/6O31UFbH8QTy.jpg
-126,-33,-65,59,-3,-16,-7,-13,2,-53,5,-7,-25,42,-7,-17,20,17,24,-3,40,6,-13,-5,-1,6,-30,-32,-9,-15,2,3,-5,26,-24,-7,-10,0,-12,-12,-8,-18,0,-17,6,-7,-22,9,14,-5,13,-1,3,-5,-27,-1,7,-15,-17,4,-9,7,-6,17,-14,0,4,-4,7,-12,-10,-8,-10,-11,20,-16,1,8,5,14,0,6,-5,-15,-4,14,21,-2,2,-2,9,-4,3,-13,-10,-3,0,12,14,-13,10,-1,-16,6,-7,-3,-5,-5,-17,10,13,7,-6,0,10,9,4,-1,7,-5,-9,-11,10,-5,0,2,8,0,-8,0,-1,-5,0,-12,-8,2,4,6,-3,12,1,7,13,-24,7,4,1,3,3,7,3,14,2,3,-1,7,7,-6,0,7,-7,-2,-10,-5,1,-12,0,-8,0,-1,-4,-7,-10,-11,2,-5,6,12,11,-16,1,6,0,-5,-6,-2,-1,-16,0,-6,-9,-3,4,0,3,3,-8,3,4,17,3,-2,-8,0,4,1,-4,-4,-1,1,-4,0,-3,-12,10,-15,-15,-6,8,0,4,6,-6,0,3,4,6,0,3,-3,9,-3,0,0,-7,-3,-16,-5,6,-8,-4,9,2,-4,8,-4,-3,10,6,-7,2,-2,-1,11,6,-9,-4,-7,12,0,3,1,0,-6,8,5,-1,-2,-3,-8,2,8,4,0,10,4,3,1,2,0,1,-10,-2,1,-9,1,-13,-7,-3,15,-6,-3,10,6,-1,-2,10,-1,-5,-2,-5,3,-1,15,-6,2,-2,2,-4,2,14,7,-2,0,-4,-9,4,3,-11,4,-1,3,-6,3,-1,-1,5,1,-7,-4,-3,1,-10,-8,-3,-10,3,-7,2,0,-3,4,-11,1,6,-2,0,6,-1,2,2,9,4,5,-3,1,-6,0,5,10,-2,-4,-9,7,2,-5,8,-3,-1,-9,8,8,2,5,-6,1,-5,1,1,0,4,4,0,0,2,0,0,0,0,0,2,3,2,1,1,5,2,1,-3,2,1,-2,3,-2,0,0,-2,0,3,-2,0,0,3,-6,-2,0,-2,-1,0,4,1,0,0,0,-1,2,-2,3,-1,1,0,2,0,0,-2,1,0,0,0,0,0,0,0,0,0,static/images/6WbvG3tx62cy.jpg
