min,max,mean,var,std
0.0,0.10222222,0.019108409,0.00031220805,0.01766941
0.0,0.12276786,0.022743557,0.00045472867,0.021324368
0.0,0.057208236,0.010760564,0.00014043979,0.01185073
0.0,0.0668693,0.0077226013,7.760056e-05,0.008809118
0.0,0.115720525,0.009868619,0.0001461434,0.012088979
0.0,0.035443038,0.006642187,4.7901318e-05,0.0069210776
0.0,0.027713627,0.0045095515,2.63984e-05,0.005137937
0.0,0.07769424,0.005485858,6.066431e-05,0.00778873
0.0,0.030379746,0.0038858252,2.1185855e-05,0.0046028094
0.0,0.029850746,0.0033864467,1.9673174e-05,0.004435445
0.0,0.023465704,0.0034090085,1.9468247e-05,0.0044122837
0.0,0.02077922,0.0037163878,1.8487484e-05,0.0042997077
0.0,0.043252595,0.010235848,6.956298e-05,0.008340443
0.0,0.047058824,0.0051229517,3.604105e-05,0.00600342
0.0,0.025316456,0.0038768041,2.3079709e-05,0.004804135
0.0,0.04881657,0.012086959,9.149025e-05,0.0095650535
0.0,0.038265307,0.0063092927,4.3549568e-05,0.0065992097
0.0,0.023206752,0.0041531813,2.2259575e-05,0.0047180057
0.0,0.046332046,0.008262113,4.362274e-05,0.006604751
0.0,0.04347826,0.011598815,7.348275e-05,0.008572208
0.0,0.0407767,0.0065130624,4.994219e-05,0.007066979
0.0,0.03153153,0.0053935116,2.6061187e-05,0.005105016
0.0,0.042767294,0.008949275,5.3414078e-05,0.0073084934
0.0,0.03760282,0.0066630463,5.3173386e-05,0.0072920085
0.0,0.051878355,0.008941572,9.6354815e-05,0.009816049
0.0,0.08170515,0.013776604,0.00021909601,0.0148018915
0.0,0.27906978,0.034981567,0.0016000135,0.04000017
0.0,0.35748032,0.08491959,0.005690071,0.07543256
0.0,0.104477614,0.014494725,0.0003149077,0.017745638
0.0,0.039039038,0.0077486173,6.588077e-05,0.008116697
0.0,0.09232955,0.010739647,0.00017618126,0.0132733295
0.0,0.03018868,0.004651798,3.3195705e-05,0.005761571
0.0,0.042975206,0.009363143,8.369228e-05,0.009148348
0.0,0.2877698,0.040233593,0.002262044,0.047560953
0.0,0.039337475,0.0051289992,4.064947e-05,0.0063756937
0.0,0.034313727,0.003875303,2.655916e-05,0.005153558
0.0,0.06692161,0.005446144,4.9879964e-05,0.007062575
0.0,0.039702233,0.0050823377,4.627732e-05,0.0068027438
0.0,0.039337475,0.0038027025,2.9226478e-05,0.005406152
0.0,0.029279279,0.0029355783,2.0939378e-05,0.0045759566
0.0,0.19553073,0.031516284,0.0015554922,0.03943973
0.0,0.06593407,0.0116700325,0.0001437104,0.011987926
0.0,0.046341464,0.0036961315,3.2565637e-05,0.005706631
0.0,0.03686636,0.0028828187,2.1010139e-05,0.004583682
0.0,0.026936026,0.0030806568,1.6881124e-05,0.0041086646
0.0,0.043771043,0.004348982,4.3713713e-05,0.0066116345
0.0,0.04347826,0.0030797555,2.4841387e-05,0.0049841134
0.0,0.053892214,0.0032219545,2.3769539e-05,0.0048754015
0.0,0.047138046,0.004722772,4.390063e-05,0.0066257548
0.0,0.083879426,0.0065610083,0.00013595058,0.011659785
0.0,0.08781127,0.0073511507,0.00016063343,0.012674124
0.0,0.051764704,0.008493089,8.857328e-05,0.009411338
0.0,0.05916306,0.011237135,0.00011459597,0.01070495
0.0,0.08235294,0.012140231,0.00014071693,0.011862417
0.0,0.053398058,0.01382973,0.00015406575,0.012412323
0.005875441,1.0,0.24854334,0.039146464,0.19785465
0.12320099,40.122334,7.6019025,51.948647,7.207541
0.13250437,31.246773,6.683823,40.21587,6.3415985
0.16680966,44.307816,7.355367,42.233986,6.498768
0.12317244,41.536373,8.522658,63.47324,7.9670095
0.38398853,37.805634,10.581909,42.75837,6.5389886
0.37372923,35.4602,9.811166,39.431946,6.279486
0.407409,34.750465,9.197838,35.285446,5.940155
0.748641,37.79152,11.255051,46.061512,6.7868633
1.4267665,41.805836,12.497575,46.37963,6.8102593
0.6597165,47.36794,13.237965,74.48705,8.630589
0.8142706,53.41372,13.225876,70.9468,8.422993
0.95701325,50.53011,12.977763,51.589924,7.1826124
0.259361,40.67658,7.000834,30.339159,5.5080996
0.18834153,33.943348,6.319358,33.3687,5.7765646
0.19343345,40.53958,6.116278,30.714338,5.542052
0.19530681,36.456573,6.982286,31.543013,5.616317
0.1835819,37.246754,6.1169004,37.64749,6.135755
0.18711405,33.39078,5.5644326,32.71835,5.7199955
0.23180236,51.058315,6.0233464,32.216766,5.6759815
0.1835819,58.456882,6.908953,48.544315,6.967375
0.3622241,41.36257,8.363293,32.1711,5.6719575
0.48048472,32.407516,7.5633783,24.876387,4.987623
0.5362372,31.156055,7.1051555,22.587206,4.7526
0.40852118,30.751968,8.926921,38.14109,6.1758475
0.9150038,38.619576,9.926896,33.186783,5.760797
0.69129825,40.2283,10.010821,37.024082,6.0847416
0.7634901,38.392063,10.230415,42.398224,6.511392
0.7694465,31.895908,9.778542,30.920208,5.560594
0.30166852,23.94962,5.6501455,18.318747,4.2800403
0.22254285,26.63741,5.069856,20.063814,4.479265
0.2774255,27.192041,4.9867463,18.541286,4.305959
0.28698006,23.817066,5.312711,16.720856,4.089114
0.21378908,33.07804,5.404695,34.08034,5.837837
0.18941827,49.114086,4.8996367,30.563694,5.528444
0.23538809,67.136734,5.210501,30.29116,5.5037403
0.21378908,53.531975,6.001641,43.738426,6.6135035
0.36989695,34.910866,7.2524056,26.742712,5.1713357
0.51873904,27.007687,6.4415383,19.068665,4.3667684
0.5401585,31.343994,6.1165624,18.3006,4.2779202
0.40206954,64.42865,7.78075,46.096485,6.789439
0.80059594,36.277084,8.700249,29.106756,5.3950677
0.56865996,42.62687,8.511588,29.482363,5.429766
0.5922554,33.809364,8.81443,32.998325,5.7444167
0.61093944,38.32124,8.414255,30.018366,5.478902
0.3496502,25.031086,5.1245885,15.942816,3.9928455
0.2049047,22.881845,4.513321,15.896074,3.986988
0.2952705,28.06465,4.4754415,15.308098,3.9125564
0.31942058,27.539936,4.6242847,13.928667,3.7321131
0.25651535,39.173195,5.3768992,38.2253,6.182661
0.20840068,61.557465,4.885676,35.801235,5.983413
0.25452024,44.71242,5.1000857,27.921131,5.2840447
0.25651535,44.011444,5.845994,42.680016,6.5329943
0.43157095,31.75554,7.2501264,30.976532,5.565656
0.6114137,29.855698,6.4168954,21.023312,4.5851183
0.62594694,45.724342,6.128943,23.228235,4.819568
0.4670207,52.65807,7.647553,47.69318,6.906025
0.8070698,43.277527,8.859722,37.04274,6.0862746
0.6110057,43.848137,8.446106,33.13767,5.7565327
0.63704324,39.03044,8.754264,37.58448,6.130618
0.638686,33.970062,8.387573,34.754112,5.895262
0.42176515,24.381897,5.3246303,18.863176,4.343176
0.21571179,26.098763,4.617232,17.856152,4.225654
0.32811713,29.434105,4.5722213,16.761118,4.094034
0.3419525,24.579905,4.7220197,16.475933,4.059056
0.28843078,36.222996,6.292069,31.093021,5.576112
0.2550042,23.830366,6.0609136,25.217417,5.0216947
0.24667838,31.327063,6.8052673,27.026005,5.198654
0.29340014,30.903633,7.1936183,35.90758,5.9922934
0.7098824,34.17502,9.457009,33.513596,5.789093
0.7831607,32.38736,8.868693,30.16239,5.4920297
0.7154568,45.39874,9.649744,40.086266,6.3313713
0.82725286,56.608116,9.662269,40.08793,6.331503
1.3014697,50.896564,11.762277,40.943474,6.398709
1.1259482,45.272663,11.455427,52.444443,7.2418537
1.0935485,68.11877,13.610447,118.79834,10.899466
0.90211076,48.342358,11.179797,45.984386,6.781179
0.58264786,38.99452,6.632794,27.592735,5.2528787
0.29902372,41.676918,7.281846,45.208004,6.72369
0.41864824,25.162083,5.426955,21.030676,4.5859213
0.5175067,38.105907,6.5385723,29.27856,5.410967
0.22961223,26.602745,5.0378737,22.73305,4.7679186
0.19724356,23.430178,4.966478,20.986115,4.5810604
0.21551657,25.84818,5.4310594,19.49066,4.4148226
0.23561493,21.932533,5.819283,25.775362,5.0769444
0.5000533,39.15868,7.475771,24.434214,4.9430976
0.56849974,24.88093,7.0312185,19.94612,4.466108
0.6286149,29.711592,7.3364525,22.464285,4.7396502
0.45381963,39.457348,7.4915543,26.558537,5.1534977
0.73591846,40.611633,9.263376,29.92951,5.470787
0.7099097,44.519863,8.949233,32.32502,5.6855097
0.7967889,44.6094,10.578783,63.28358,7.9550977
0.7732055,30.178528,8.420478,25.816572,5.0810013
0.3589374,27.547276,5.342722,18.279272,4.2754264
0.19246945,31.311533,5.6001453,21.7157,4.660011
0.34076625,27.816833,4.5057335,14.524823,3.8111446
0.4063031,23.447262,5.0943575,15.135874,3.890485
0.1707363,21.463236,4.3802323,20.281326,4.5034795
0.15366338,21.522284,4.2424917,17.28086,4.1570253
0.17867292,24.480446,4.631646,15.847821,3.9809322
0.2306856,36.315178,5.1439934,25.968523,5.095932
0.4026973,38.405525,6.4839416,20.49104,4.526703
0.47103167,28.514353,6.0069165,15.378013,3.921481
0.5249256,28.349838,6.284581,18.380377,4.287234
0.43117598,41.94709,6.5848007,26.801662,5.1770325
0.5736771,31.724648,8.076154,25.475056,5.047282
0.53762364,37.19579,7.736229,25.424753,5.0422964
0.571899,35.50404,9.022759,44.74217,6.6889586
0.57668847,29.685863,7.480403,24.15877,4.9151573
0.2638083,25.728975,4.7912207,15.330545,3.915424
0.14836486,22.194407,4.8901434,16.58095,4.0719714
0.2784093,30.378984,4.0806165,12.664496,3.5587213
0.32265908,19.291348,4.500734,12.47467,3.53195
0.19723535,23.409388,3.9394917,18.951258,4.3533044
0.1400719,24.264715,3.8313808,16.199038,4.0248027
0.16946964,20.341118,4.1233697,13.836188,3.7197027
0.2194227,29.61036,4.6224575,22.981627,4.7939157
0.3719601,31.321995,5.8748817,18.649044,4.318454
0.4480935,26.19479,5.4993877,13.432609,3.6650522
0.49375033,29.789589,5.7032986,16.928005,4.1143656
0.39430577,39.086433,6.0769405,25.567717,5.0564528
0.53016794,31.627947,7.5058455,25.63078,5.062685
0.4849914,34.51293,7.266514,24.63593,4.9634595
0.5061373,33.95796,8.120318,37.526676,6.125902
0.50538987,30.857878,6.9888425,24.337305,4.933285
0.21325015,23.053791,4.483086,14.320804,3.7842836
0.13038385,21.507782,4.429871,14.805979,3.847854
0.27412507,26.591158,3.8565722,11.550996,3.3986757
0.29675317,18.595375,4.1830826,12.232896,3.4975557
0.075082354,34.79929,5.4683504,29.303196,5.413243
0.079703525,26.92464,6.0544324,26.307903,5.129123
0.10132267,38.866104,6.7935762,29.402407,5.4223986
0.07509795,28.129082,6.3874245,31.70114,5.6303763
0.33834308,34.515743,9.271676,30.596119,5.531376
0.30982584,37.26855,9.657052,33.611954,5.7975817
0.31767696,47.16629,10.792332,67.57231,8.220238
0.3245112,45.732914,9.506637,45.986404,6.7813277
0.9403748,35.738884,11.257696,45.545086,6.7487097
0.92435586,70.672134,10.665718,52.853878,7.270067
0.90053743,71.41881,12.80457,110.769966,10.524732
0.9168563,41.727535,10.2512455,37.411552,6.1164985
0.3108663,32.35791,7.521947,45.740803,6.7631946
0.29188615,48.387856,7.4759183,46.31339,6.805394
0.2025525,24.763758,5.487276,17.589706,4.1940084
0.12693855,37.812065,6.700386,26.619661,5.1594243
0.106901884,23.207409,4.3452997,19.945494,4.4660378
0.10733292,23.844133,4.681069,18.513681,4.302753
0.14318515,31.747149,5.2566137,20.296001,4.5051084
0.106901884,21.969479,5.065967,22.13163,4.704427
0.23669286,25.920979,7.1943793,20.718119,4.551716
0.31567016,33.8745,7.432924,23.201365,4.8167796
0.3109018,37.890965,8.03351,37.101807,6.0911255
0.2118666,35.361687,7.31152,30.000198,5.477244
0.43417144,32.13976,8.857983,31.071957,5.5742226
0.47754902,49.05639,8.462816,31.233892,5.588729
0.6248333,46.023632,9.913328,58.587032,7.654217
0.66238797,30.192823,7.935154,24.794453,4.979403
0.17815408,26.416006,5.7285557,22.279171,4.720082
0.17194948,29.902683,5.6259637,20.72842,4.5528474
0.18572271,29.054811,4.3722696,12.241871,3.4988384
0.16916023,23.549387,5.111638,14.404274,3.7952962
0.1455568,20.859802,3.8190234,16.329643,4.0409956
0.14582524,23.18435,4.054806,15.211051,3.9001348
0.17668502,22.974047,4.529509,15.492644,3.9360697
0.1455568,23.2946,4.5775046,20.179392,4.492148
0.26061347,19.470419,6.2782393,16.791866,4.097788
0.29835716,24.159946,6.4318495,16.925598,4.1140733
0.3354865,35.361874,6.931287,28.044159,5.2956734
0.2652308,31.299858,6.4640937,24.557692,4.9555717
0.2848204,29.604149,7.8356843,25.820316,5.0813694
0.3960967,35.84602,7.4764194,23.429539,4.840407
0.4555389,36.253117,8.551374,41.092346,6.4103312
0.47006366,28.399961,7.1479497,21.542473,4.641387
0.10986559,23.849987,5.1333213,17.91145,4.232192
0.10967976,22.152166,4.9606705,15.62739,3.9531493
0.2414136,25.160965,4.0429773,11.342797,3.3679068
0.2303071,25.226933,4.637467,12.819827,3.5804787
0.18852484,21.166056,3.4217277,14.155813,3.7624211
0.18859515,26.975409,3.6421473,13.290502,3.6456141
0.22069937,20.356945,4.00506,12.570424,3.5454795
0.18852484,20.681057,4.162712,18.070797,4.250976
0.31893307,20.299349,5.679132,15.192007,3.8976924
0.33351636,22.304434,5.8229966,13.90727,3.7292452
0.37381777,33.48035,6.224941,23.132753,4.809652
0.320348,29.526415,5.9074583,21.402466,4.62628
0.30325758,28.441904,7.2846737,25.316889,5.031589
0.4113567,31.553373,6.984994,21.916351,4.6814904
0.4349358,33.09665,7.677125,33.460472,5.7845025
0.4428565,31.402317,6.6755786,21.417793,4.6279364
0.089269556,21.388424,4.69024,15.690565,3.9611318
0.08928624,19.999615,4.4577622,13.7042465,3.7019248
0.25674832,22.133755,3.758529,10.228537,3.1982083
0.29834202,22.483662,4.331657,12.363846,3.516226
0.32245103,33.35189,7.5945315,38.71241,6.22193
0.32543254,40.747696,9.203056,41.93829,6.475978
0.436589,41.168446,9.981475,46.259285,6.801418
0.3210926,45.747135,8.7871475,48.069798,6.9332385
0.76828575,40.591377,12.495312,49.91747,7.0652294
0.7467969,64.00034,13.864153,67.31626,8.204649
0.7192466,47.411312,13.402236,64.91473,8.056968
0.5852041,46.381435,12.974585,73.178665,8.554453
1.2918832,49.092495,13.187557,51.765255,7.1948075
1.4777849,38.504734,13.180962,55.26486,7.434034
1.2027222,42.918606,13.625912,54.881023,7.4081726
1.160916,42.945934,12.937307,49.327873,7.0233803
0.7844935,48.641804,11.702828,85.00335,9.219727
1.0466762,31.160463,10.22084,34.8725,5.9052944
0.6647277,34.499126,9.69369,41.146484,6.4145527
0.5171511,44.829617,10.682245,47.577213,6.8976235
0.2736328,32.049988,5.8760414,27.583328,5.251983
0.27347645,28.728704,6.7343965,26.339392,5.1321917
0.36650568,29.738926,7.3627,29.067516,5.39143
0.2736328,34.038723,6.875901,32.70263,5.7186213
0.48520723,36.754745,9.659375,33.756622,5.810045
0.570433,39.51215,10.420423,39.233944,6.2637005
